id,title,ongoingStatus,createDate,createDate,endDate
eedb1a8ec95f486fb78d09ae34c1615d,“这，就是北外滩 · 十年影像志”摄影大赛启动,FINISHED,2022-09-19 08:57:50,2022-09-19 08:57:50,2022-10-30 08:57:44
f48da496736c4188b258834027d3c817,关于“岳阳路76号整体规划项目”建设工程设计方案的公示,FINISHED,2022-01-28 17:10:01,2022-01-28 17:10:01,2022-02-13 23:59:59
e0c414ecfbb04148a4b9534835fdd773,《上海市人力资源服务“伯乐”奖励计划实施办法（征求意见稿）》征询公众意见,FINISHED,2022-01-28 16:57:32,2022-01-28 16:57:32,2022-02-28 23:50:59
f6f7450850954aeebb0ce9fc9742071a,关于上海市2022年度“科技创新行动计划”自然科学基金拟立项项目清单公示的通知 ,FINISHED,2022-01-24 13:19:57,2022-01-24 13:19:57,2022-01-28 17:00:00
d3f68a4ca05242d8a38002a8dbbf3f6d,关于上海市2022年度“科技创新行动计划”生物医药科技支撑专项拟立项项目公示的通知,FINISHED,2022-01-19 13:44:18,2022-01-19 13:44:18,2022-01-25 17:00:00
cb7a6b170bfd4c28b2f7d59fbb1a0b37,关于《关于完善上海市农业水价管理的通知（征求意见稿）》公开征求意见的公告,FINISHED,2022-08-25 16:52:15,2022-08-25 16:52:15,2022-09-01 17:00:00
4c07ef0fec9746d18bdc89e23403b5bf,上海市2021年度科技创新创业载体绩效评价结果（第二批）公示,FINISHED,2022-01-19 13:43:08,2022-01-19 13:43:08,2022-01-25 17:00:00
bb2fd712745d4555a057bc307a04fc26,关于上海市2022年度“科技创新行动计划”实验动物研究领域拟立项项目公示的通知,FINISHED,2022-01-19 13:43:40,2022-01-19 13:43:40,2022-01-25 17:00:00
6044f00a9559447eb6560720d0c88351,关于万航渡后路33号项目规划设计方案的公示,FINISHED,2022-01-14 15:19:54,2022-01-14 15:19:54,2022-01-22 23:59:59
a02afa34ca6c4ba483198af59befa911,宝山区2022年度事业单位公开招聘考试面试考生注意事项,FINISHED,2022-08-26 09:53:38,2022-08-26 09:53:38,2022-09-02 23:59:59
dfcc3352748a409e99eaedf2980b049d,2022年上海市青浦区事业单位拟录用人员名单公示（第一批）,FINISHED,2022-09-19 10:20:01,2022-09-19 10:20:01,2022-09-21 10:18:51
7071ef58ec4e4b54b6e3b6390d7a6f37,@嘉定人，邀你来为“课后服务”提供金点子~,FINISHED,2022-02-09 16:41:23,2022-02-09 16:41:23,2022-02-10 16:37:55
7a788958074b46d2b960ddb228a8a23e,嘉定新成最美秋色有奖征集等你上传！,FINISHED,2022-02-08 17:27:31,2022-02-08 17:27:31,2022-02-09 17:16:59
cc8440f3c8ec4ce084028e707eb97f42,关于“黄浦区豫园社区287A街坊-01地块住宅及商业项目”建设工程设计方案的公示,FINISHED,2022-01-14 15:20:39,2022-01-14 15:20:39,2022-01-17 23:59:59
6f43d3624ac84c05b5ddfd28c616d6fa,2021年嘉定区为民办实事项目实施效果评议、2022年度嘉定区为民办实事项目立项的意见建议征集,FINISHED,2022-02-08 17:08:00,2022-02-08 17:08:00,2022-02-09 17:06:28
bc037bc4bba643449449aa4f8bcca658,2021“印象西大街”主题摄影大赛征稿海报强势来袭～,FINISHED,2022-02-08 16:57:34,2022-02-08 16:57:34,2022-02-09 16:54:21
b1ef3520796e4909b87c95edf5fdca84,关于竹园白龙港污水连通管工程（附属设施）规划设计方案的公示,FINISHED,2022-01-28 17:12:46,2022-01-28 17:12:46,2022-01-28 23:59:59
1c89add15811444991313fc0af3415c4,关于中国（上海）自由贸易实验区临港新片区先进智造片区单元规划（含重点公共基础设施专项规划）的草案公示,FINISHED,2022-01-14 15:22:02,2022-01-14 15:22:02,2022-01-28 23:59:59
1ca33b3742794f5482e0305b601c8866,关于徐汇区黄浦江南延伸段WS单元xh130C街坊公共绿地项目规划方案的公示,FINISHED,2022-01-28 17:12:18,2022-01-28 17:12:18,2022-02-03 23:59:59
73460381c4444c6d9984250523161a3b,关于吴淞江工程（上海段）苏州河西闸的方案设计公示,FINISHED,2022-01-28 17:10:57,2022-01-28 17:10:57,2022-02-09 23:59:59
ae8db7f79255438ebf669cfffcbb10d4,关于“虹口区 117 街坊 HK366-01 地块新建学校项目”建设工程设计方案的公示,FINISHED,2022-01-28 17:11:41,2022-01-28 17:11:41,2022-02-05 23:59:59
4b947268c5eb40b393dd37c7b0b74cbf,关于竹园白龙港污水连通管工程（附属设施）规划设计方案的公示,FINISHED,2022-01-14 15:15:10,2022-01-14 15:15:10,2022-01-28 23:59:59
42c66c2f6afc4b47bf3ec8fe8121e6d1,征集！疫情防控期待你的金点子~,FINISHED,2022-02-09 16:36:47,2022-02-09 16:36:47,2022-02-10 16:21:58
d89e5f3ecd744c01bbf2bd6fb7b1cf7b,2021上海南翔小笼文化创意大赛稿件征集开始了！,FINISHED,2022-02-08 15:53:17,2022-02-08 15:53:17,2022-02-09 15:52:47
ec37a737a6264554807bb347718f6c2c,关于漕宝路快速路新建工程（嘉闵高架至中环立交）设计方案的规划公示,FINISHED,2022-01-14 15:19:07,2022-01-14 15:19:07,2022-01-27 23:59:59
7ab8a08461984dbc82b14f773ac2c989,关于上海市2021年度“科技创新行动计划”科技小巨人工程立项项目公示的通知,FINISHED,2022-01-19 13:44:53,2022-01-19 13:44:53,2022-01-25 17:00:00
